f,r,o,m
t,o
7023,7025
7025,7029
158655,159306
82683,71825
188192,5550
115752,115753
115753,115754
135201,135200
58541,58542
179923,183402
183402,183403
183403,183410
183410,183411
183411,179915
267766,401862
3037,3065
3065,3090
349781,350349
350349,349782
349782,350352
350352,350353
350353,350354
350354,349783
349783,349784
36088,36087
150916,150918
83062,84303
84303,83064
83064,84304
140642,140641
140641,140639
159725,232986
279889,279622
368656,38102
216474,209802
71677,71998
71998,71919
71919,71904
71904,71574
71574,71903
71903,71573
245580,245579
245579,245568
234549,235587
10817,10805
127469,125534
125534,118469
395191,395447
220542,220556
220556,35163
35163,33475
33475,172514
172514,33388
33388,35119
117697,176759
381105,382007
237199,239918
257561,284550
235721,235720
114951,115341
141669,144896
206311,205891
205891,207606
207606,207335
207335,205872
205872,207624
259956,259955
259955,259953
259953,259952
260598,260597
260597,265187
265187,265186
214593,211155
211155,211152
249838,249835
249835,249187
267310,291387
10424,10446
35709,35468
338498,338510
368835,248529
126652,206178
206178,205001
205001,206046
206046,207406
49931,192511
108931,103594
103594,108928
108928,103592
323404,323406
49328,49327
49327,49911
114580,114582
284465,284347
104263,106298
106298,110035
104755,104754
104754,110877
110877,104753
173438,173418
158623,159504
157681,157683
218692,218694
80083,80065
376202,369729
304569,324615
217800,217772
217772,211574
49004,48183
48183,48999
48999,48184
253519,253521
401675,401942
401942,401676
260028,264745
38430,38529
187965,187380
1059,1055
35406,35664
384273,384277
384277,384278
384278,384279
384279,384287
140082,140069
140069,144177
144177,140066
391981,391830
207357,206026
205139,206391
206391,208144
208144,206571
142862,142861
107526,102613
102613,107522
107522,102612
24488,24561
24561,24530
24530,24526
24526,24522
275051,275052
349158,349159
349159,349160
353935,362584
163243,163219
197021,197020
197020,196569
196569,196570
218472,211853
211853,218302
59283,59307
347082,347083
347727,347728
79632,79640
79640,79641
197206,197711
390264,390265
390265,390266
348044,338636
182100,186937
186937,182099
42399,41548
41548,42348
103648,109001
145273,144666
144666,145265
189698,118246
275671,274984
119244,128184
128184,220125
220125,211701
79439,79445
22455,22468
22468,22469
22469,22470
22470,22526
22526,22527
22527,22528
22528,22530
22530,22576
22576,22577
22577,22600
22600,22601
22601,22615
22615,22616
22616,22617
22617,22756
22756,22909
22909,22923
77464,77466
77466,77468
77468,320653
365434,365435
134586,134245
134245,134905
134905,134244
89964,89965
219078,219059
234456,234455
234455,235355
49313,48623
38017,38012
306729,322584
322584,321211
200509,200219
45542,46034
46034,46030
218427,218405
218405,120100
120100,126199
126199,129620
129620,218397
218397,211778
337404,337511
337511,337551
337551,337575
337575,337684
337684,337717
337717,337807
337807,337854
337854,337858
337858,337871
337871,337873
337873,337949
337949,291638
291638,338194
338194,22215
22215,22216
22216,22217
22217,22218
22218,338293
338293,338403
338403,338426
338426,338481
338481,338519
338519,333292
333292,333305
333305,276238
276238,114656
114656,114657
114657,114658
114658,333367
333367,338754
338754,289190
289190,281833
281833,333423
333423,239772
239772,270740
270740,270743
270743,201099
201099,333514
333514,338904
338904,201096
201096,95787
95787,260690
260690,327126
327126,260682
260682,327135
327135,22552
22552,22553
22553,22558
22558,22560
22560,363167
363167,336909
336909,336926
336926,336932
336932,260551
260551,265663
265663,337010
337010,201044
201044,337050
337050,337056
337056,236945
236945,201009
201009,333741
333741,200982
200982,200965
200965,337182
337182,337195
337195,337226
337226,238804
238804,236776
236776,238808
238808,200949
200949,236762
236762,238843
238843,54385
54385,112499
112499,200268
200268,337319
337319,337320
337320,170464
170464,346130
346130,346131
346131,272378
272378,337359
337359,346170
346170,337389
337389,346201
346201,170500
170500,200111
200111,346099
346099,346065
346065,10471
10471,335710
335710,76729
76729,345979
345979,236192
236192,274957
274957,77089
77089,335637
335637,200007
200007,345945
345945,345937
345937,84554
84554,345914
345914,335524
335524,335853
335853,345888
345888,335589
335589,335888
335888,382879
382879,177497
177497,178638
178638,346218
346218,346227
346227,346262
346262,346299
346299,346309
346309,280103
280103,280123
280123,398038
398038,112035
112035,346388
346388,364631
364631,346434
346434,1462
1462,111962
111962,346572
346572,346579
346579,346583
346583,346624
346624,346674
346674,346681
346681,346734
346734,346784
346784,346809
346809,347261
347261,347262
347262,346827
346827,347263
347263,346907
346907,275382
275382,275400
42677,41127
144569,139691
170744,170485
395196,395442
47706,40387
306387,306391
103010,103009
103009,103008
304075,304098
304098,304103
249817,249788
110986,246687
275982,275983
253296,252915
244660,244073
244073,244072
377442,377444
377444,378114
177255,178084
178084,177236
233573,232927
232927,233574
233574,232926
298968,294803
294803,298973
298973,294799
294799,298976
115166,242535
65538,152298
152298,50060
304068,304106
273462,51683
234718,235961
235961,235960
233229,172924
206209,48922
48922,50915
50915,204733
204733,204731
204731,50917
265168,260562
260562,265146
327130,327142
327142,327150
163295,163273
347959,347960
347960,338101
338101,347964
255311,254905
29633,30150
30150,29631
143414,143410
143410,143403
265709,260646
5543,6072
6072,5537
5537,6053
6053,5529
158284,159590
81998,82559
82559,27840
27840,28695
28695,28300
28300,81944
297907,297908
204783,206234
139911,144314
144314,139904
187969,187971
376490,376526
9686,9684
237931,237928
296352,297472
335641,178204
178204,178203
298716,298523
300399,305033
305033,300400
205435,207524
112217,112212
197019,196571
235762,234432
379605,233110
233110,233111
233111,379115
379115,394670
125950,175901
275995,275395
275395,275997
234551,235588
235588,234528
362062,360640
295352,299121
299121,299122
299122,295353
295353,294738
294738,299124
299124,299125
299125,294737
294737,299131
299131,299132
299132,295365
295365,295366
295366,299133
299133,299135
299135,295370
295370,295373
295373,295899
295899,295385
295385,378003
347257,346779
346779,347258
368738,376135
305270,300411
300411,300412
300412,305296
305296,300470
300470,305313
305313,300246
300246,306221
20379,20380
20380,19249
237064,239583
28196,28193
28193,52266
52266,53457
53457,80765
80765,80764
80764,80753
268796,268070
364068,364078
112133,200425
200425,112132
112132,113052
113052,200426
200426,112131
30812,30056
250331,126558
126558,126489
126489,119831
119831,128861
401739,401593
401593,401740
247057,239497
239497,235854
235854,235703
235703,235514
27997,28799
260350,264968
213486,209271
209271,206462
338724,338844
338844,22486
22486,336908
336908,337396
337396,326456
326456,346208
346208,325361
325361,326315
233761,233223
233223,233762
50217,50101
358922,350327
257720,257915
300484,321089
260291,264911
134311,134622
134622,134310
48616,49177
395842,395249
395249,395655
182032,182026
207201,207200
207200,80826
80826,205684
205684,207766
34603,35303
390174,390118
29904,30256
358313,357820
357820,358600
178082,30062
259962,259961
259961,259958
259958,264697
264697,264695
337775,344054
176635,177661
105026,111343
111343,111341
111341,105024
176832,117796
117796,177803
177803,117791
117791,178351
178351,117795
304611,324425
324425,304613
304613,324427
49228,189741
36259,36250
320213,305095
305095,320214
379623,379118
379118,379615
24551,24552
24552,24519
271602,271603
255657,255248
284382,284383
82605,82604
82604,82017
18088,8611
204988,206015
206015,206014
21388,57777
57777,57790
57790,57791
211090,211082
70812,69516
335684,335683
335683,335949
48517,58067
58067,118730
118730,190195
238813,238827
306411,306412
306412,322623
322623,322624
397825,397527
167842,167841
187839,5300
5300,187303
187303,5863
5863,44141
161422,161446
102417,107006
24952,158453
102968,108400
108400,102957
102957,108399
108399,102956
102956,102954
102954,108395
108395,108369
115051,6214
6214,6213
144681,144690
41595,42369
176817,177787
213160,209392
284178,284177
364534,364545
271965,271962
271962,272463
272463,271960
45671,45646
45646,45643
338979,336653
336653,232982
141196,141192
141192,135212
135212,135211
362863,364945
335681,335943
97458,97457
161251,161252
161252,161288
161288,161290
161290,161291
108875,103080
103080,103078
205044,206080
404232,273755
273755,296206
296206,297693
294513,294512
365784,365785
347314,347078
154388,320212
320212,369557
37266,38191
952,88909
88909,89289
89289,89513
31945,31892
273608,273604
216570,192753
192753,216774
216774,209676
45857,45854
45854,45852
45852,46594
46594,157418
252214,284209
348559,347031
163788,162758
162758,163784
163784,167965
167965,167961
162928,162927
187061,187392
109039,103667
180551,180480
180480,186482
189953,191060
219566,220283
273952,273958
206238,49323
49323,206237
284652,284368
197366,197758
82490,40380
40380,82484
100920,101809
54124,54120
211638,217999
217999,211628
211628,217975
217975,211623
211623,217971
217971,211622
187851,44151
44151,195984
195984,44148
44148,187842
187842,195979
195979,44147
44147,187313
187313,195983
204956,206009
120467,127294
102565,107334
271380,271382
127025,296917
296917,296918
239100,239102
239102,236639
205485,205480
205480,205479
181760,181757
217478,209444
257671,257670
186561,184766
104157,106306
24900,27256
207486,207487
160699,275624
275624,286937
286937,362373
362373,362534
153549,273229
273229,94106
295974,295854
219300,212343
212343,219283
306423,306424
205945,205944
6944,6949
6949,7070
279753,279752
12068,8729
398044,255579
255579,398061
176863,177820
177820,176862
283580,283576
142914,142913
142913,142908
142908,142903
142903,142895
142895,142892
142892,142875
183183,180129
180129,19101
19101,283548
281781,333600
323838,323936
323936,321468
179523,179093
179093,179092
179092,179091
178122,178112
178112,177296
177296,178074
250562,253157
321766,321767
321767,324078
324078,321009
358233,358234
170451,170417
170417,170450
201010,201007
72259,73133
73133,72258
72258,73132
73132,401707
380026,380023
81835,82373
29681,30171
30171,29625
143609,143598
89474,90512
94803,93901
105921,105919
233357,233826
210770,210758
210758,210757
210757,210751
175158,175153
175153,175154
176849,177813
104745,110871
110871,104744
104744,104743
104743,110870
110870,104742
104742,110869
51417,49746
49746,190616
9002,8999
1872,1443
304806,323665
323665,304809
304809,324390
324390,304816
237499,237493
361370,22213
196401,196245
196245,195782
195782,195783
195783,196400
196400,196174
196174,195807
195807,196153
196153,45322
45322,196146
196146,46266
268291,267682
120375,126116
126756,190874
120586,128639
128639,192600
255481,255060
246447,246446
212964,212969
337994,337996
337996,347933
71204,69760
118200,118107
118107,155672
155672,174929
174929,232676
210555,215257
215257,210541
51844,51842
385067,384599
384599,385068
119800,126085
266420,266416
266416,266411
274729,274643
299320,295706
295706,299322
299322,295709
295709,299323
296088,297572
59794,59785
269253,269256
214947,214956
80562,80563
76751,76429
76429,76756
76756,76430
76430,76757
76757,76758
76758,76433
76433,76434
76434,76759
76759,76435
249658,249652
272826,272831
272831,272833
272833,272837
272837,272839
272839,272844
272844,272845
272845,272846
272846,272847
272847,272849
272849,272850
68274,68099
298653,298654
275899,275346
323392,304419
291304,291307
6605,6252
63251,68913
68913,63254
63254,68928
307321,323790
323790,322034
322034,323794
323794,307366
307366,321996
390328,158818
142942,142941
27588,27032
154066,154067
154067,152702
152702,152703
297168,295797
119767,125979
7290,193994
18070,18098
126504,220069
296620,152409
101494,101977
307422,321941
255059,255448
89768,89777
89777,89786
163933,163930
163930,162796
162796,162794
162794,163926
163926,162791
162791,168112
168112,168109
168109,168105
70078,70080
84326,6175
348252,348253
5548,5547
5547,6076
269401,268119
247105,49125
49125,49006
134481,134748
164379,164378
164378,164374
164374,164373
164373,164372
206544,205119
205119,207436
207436,205114
205114,207437
99188,99202
99202,378646
378646,99215
99215,99220
182006,182005
60319,60323
260678,265264
265068,260466
216023,216049
216049,216060
216060,210024
120788,128034
102527,107288
107288,107278
107278,107277
107277,102522
102522,107290
107290,107274
107274,102520
102520,107247
322782,32411
32411,32315
32315,304599
304599,154280
154280,364913
364913,368980
368980,364900
364900,201111
201111,368330
368330,306911
306911,307122
307122,171298
171298,2085
2085,2084
79583,156289
33896,33895
320749,303996
175786,175421
215234,210581
210581,215236
50218,50208
142665,145549
145549,142664
142664,145546
145546,142565
142565,145544
145544,142564
383818,281816
281816,350495
350495,200358
200358,274794
274794,257571
257571,257391
257391,257618
257618,257621
257621,257622
257622,257623
257623,275187
275187,275760
275760,275976
275976,275379
349947,362314
362314,360839
84616,84620
135150,135148
135148,140379
9169,105594
105594,182541
19422,19419
144745,139580
139580,144757
46794,46792
53761,394072
79333,79311
79311,79077
362774,28594
10573,10572
1009,1008
207489,207490
155992,155993
71695,72020
72020,81933
81933,72665
72665,72019
322296,322297
322297,322321
95826,95825
95825,95824
105654,9221
215136,210693
304941,323688
323688,304954
205365,51275
51275,205364
205364,206831
206831,51276
51276,190321
190321,194084
194084,205362
205362,206827
206827,206826
321439,321438
58500,58499
104483,110449
141755,141753
112816,112817
112817,112676
112676,275535
275535,275794
50273,48533
48533,50292
50292,50279
209235,209234
209234,209209
209209,206425
206425,206424
206424,206404
274189,274191
205858,207635
143315,143314
323238,307311
307311,323289
323289,322044
178315,177777
160267,160423
160423,160420
283930,291921
291921,376264
160981,160773
394076,394075
205000,48528
236562,239310
239310,239323
204700,50937
50937,206180
206180,50936
50936,206175
255272,336004
336004,255274
34899,33997
33997,34448
34448,33972
33972,32721
32721,31431
296757,49474
49474,49473
49473,208708
326163,325324
325324,326162
326162,326161
326161,325323
35838,35837
173919,172959
172959,297941
105570,8913
8913,12390
12390,8774
8774,11857
11857,21075
21075,304863
304863,390671
390671,11686
11686,20972
20972,119293
119293,128782
128782,110446
110446,104477
104477,110440
110440,168224
168224,99082
99082,154212
154212,39036
39036,242186
242186,242185
242185,8262
8262,80466
80466,78056
78056,306511
306511,24200
24200,78380
78380,152463
152463,337294
337294,278592
278592,346105
346105,250247
250247,377264
377264,377263
377263,276553
276553,278624
278624,126104
126104,10468
10468,10470
10470,76569
76569,21417
21417,299360
299360,268993
268993,19622
19622,101682
101682,254897
254897,254898
254898,271866
271866,272888
272888,271992
80901,80839
80839,80838
80838,80837
41280,41277
114898,115608
369074,369075
369075,369110
348938,348941
284018,284015
48918,204730
204730,50908
50908,204726
204726,50909
50909,204722
204722,50910
50910,204721
204721,50911
379376,380227
50839,49874
258014,273110
35988,35968
34638,34762
34762,34629
34629,34602
45856,59928
233011,233006
233006,380248
380248,379385
172909,233469
163567,163281
29679,30169
236651,239090
239090,236647
110875,104750
104750,110873
110873,104749
104749,110872
110872,104747
320933,320932
320932,320927
320927,320922
215050,210762
210762,215070
215070,210735
210735,215088
215088,215091
215091,215120
215120,210709
210709,210686
49789,50532
50532,49785
298412,295427
295427,377422
377422,295873
295873,299199
299199,295446
295446,299204
17884,8952
362279,360777
28655,28659
95364,94219
349179,349190
104144,106312
238457,236929
233488,233487
233487,233482
233482,233478
233478,233452
324481,324499
296369,296370
238534,238541
265995,250291
298350,294925
190256,191505
172756,233114
233114,233115
358745,359191
182617,400699
306608,306609
306609,306614
306614,306632
37803,37802
377140,291334
291334,377145
377145,377146
349938,360830
346399,346402
346402,346716
348855,348772
348772,348837
348837,348824
348824,390086
35290,33738
40382,40383
139936,144297
144297,144300
144300,144301
144301,139930
139930,144302
298868,294837
48643,58303
48197,48984
48984,48200
48200,48201
48201,48203
48203,48205
48205,48980
209738,209736
209736,209734
177552,178212
31004,30671
176877,176876
176876,177827
177827,176868
107028,102429
102429,107027
107027,102428
102428,106932
359406,359409
71139,71137
71137,71132
71132,71130
203246,203254
246587,246586
246586,384215
384215,18524
18524,18520
248429,248428
248428,248426
142237,142228
127005,119994
119994,127009
39210,40285
33927,31355
175064,174787
219488,212466
212466,212464
212464,212455
212455,212454
212454,219447
219447,219428
219428,219398
219398,212410
212410,219378
278739,278740
278740,278741
104878,106228
106228,106227
203718,77434
379419,380290
380290,380298
70083,70867
346481,348095
348095,346500
346500,348096
348096,346623
209439,209430
299510,294946
288748,333840
333840,333841
174278,173134
234357,235149
235149,234356
142755,142748
125551,129674
67823,68156
68156,68093
359581,349979
349979,359583
273694,273692
259712,264575
31134,31380
296157,297641
248839,249954
249954,249953
249953,54639
54639,249951
346016,347455
347455,347456
347456,346017
346017,347457
347457,347458
347458,345890
345890,345889
345889,234945
234945,345887
345887,345886
345886,345884
345884,345878
284440,284441
121311,121312
244198,244195
3167,3213
3213,215425
397462,291401
234379,235190
235190,234378
234378,235189
42228,41146
288904,288906
209361,213260
12457,21250
295443,295445
300393,304350
1080,1079
170423,170489
107970,102785
102785,107964
106089,105499
24554,24555
189938,194261
269121,268103
140873,140860
320326,300033
79870,79871
79871,79872
79872,80022
87143,86795
86795,87133
47208,47190
189792,190410
7663,7665
208009,207313
48221,49061
49061,49047
361506,188558
295967,295968
93625,93622
326249,347423
150835,140447
187989,187365
187365,187990
323568,307024
396045,203097
29929,29927
29927,29925
29925,29921
29921,30287
30287,29918
245651,245604
245604,245581
245581,245519
245519,245397
245397,245350
246275,246273
217466,175363
299257,295551
295551,299258
299258,295553
295553,295554
184815,118241
118241,40810
40623,41030
94489,93690
93690,93499
248648,58770
79064,78971
78971,79002
141283,141280
239229,236592
236592,239230
366840,273653
398007,397711
215335,210466
236582,236581
236581,236580
205422,205255
205255,206372
378637,377886
377886,377885
377885,160395
144924,142072
142072,142071
142071,142060
142060,144921
144921,142001
208753,49439
399066,399085
200607,200445
200445,200608
103029,103028
235443,235442
176794,177769
177769,176791
176791,117720
117720,177766
240123,240120
27300,27299
27299,27296
365402,365451
31655,31635
31635,31634
58003,53884
53884,58004
58004,58005
109439,103910
103910,109438
109438,103909
103909,70802
70802,46322
46322,46319
260505,265097
60463,60465
278818,278695
320395,305115
305115,320396
380060,79554
157612,157918
157918,157611
157611,157917
152305,152304
60232,59661
59661,60234
60234,60235
163914,168093
35501,35718
35718,35732
35732,35543
275669,274981
272267,272257
272257,272256
272256,272255
272255,272254
295991,295860
295860,295995
295995,295863
212904,212905
115274,218541
218541,211892
211892,218524
218524,383388
383388,200390
306653,306654
306654,320655
320655,306659
177503,178189
178189,177502
215497,210330
383588,164049
164049,288853
288853,288854
8515,11387
11387,20767
20767,248920
101327,29196
29196,101914
278301,245185
245185,278552
83796,83121
95291,95292
360928,361858
88030,88873
323555,306720
306720,306721
306721,306723
398953,398954
283947,288922
205220,206384
206384,205218
205218,206641
22816,22818
22818,22819
22819,22821
22821,22822
110760,104676
104676,110757
110757,104671
104671,110719
101408,101948
101948,101399
101399,20324
20324,29281
29281,101374
41850,41849
41849,41848
41837,41826
41826,40560
234732,234730
77524,203060
203060,395959
395188,395450
10280,10287
68360,68123
68123,68359
68359,68122
33760,33759
380194,380193
299254,295556
295556,299259
49988,50715
256776,256775
69881,41141
402994,403011
239432,236493
236493,239446
239446,236459
105534,105532
35458,35708
35708,35462
35462,35710
239625,239597
19741,19178
29333,29332
49346,49995
214923,210918
134932,134602
305379,305381
266445,379783
379783,379139
203485,203603
203603,79042
275058,275059
275059,275060
79215,78973
152321,152320
6082,5554
5554,5552
5552,6080
6080,5551
20214,192570
192570,299384
37668,37889
184783,181487
181487,184798
184798,186588
260514,265102
265102,265101
212003,211996
205680,207166
42586,59802
274652,274651
101448,101966
89175,89174
21416,57776
276015,276016
204621,48896
48896,204618
204618,48607
48607,204598
232860,233360
233360,233359
34427,34422
34422,34417
34417,32723
32723,31433
24244,24245
364873,364874
364620,273966
59051,59604
59604,59052
59052,59063
368221,368224
107060,102444
390912,391780
214528,274693
9560,9557
9557,9548
9548,9546
40622,41532
41532,59701
271600,271601
271601,271605
271605,271731
271731,271608
271608,271737
271737,271618
84595,84344
250705,156370
156370,250389
108935,103597
103597,108927
108927,108926
108926,108925
108925,103588
103588,108917
108917,103585
250838,250839
250839,250379
125495,118431
75178,88110
88110,88109
88109,273513
395727,395237
395237,395667
190621,190588
49569,127039
127039,194259
194259,402688
170407,170446
170446,347541
35376,35607
35607,35364
35364,35363
35363,35597
35597,35596
362382,360748
360748,357801
357801,358581
304234,220042
167922,167919
167919,167915
167915,167914
152272,153520
395314,395590
259945,259944
297346,295484
233618,233166
398893,398892
398892,398891
398891,398890
398890,398886
398886,398883
398883,398881
398881,398876
398876,398879
398879,398878
398878,398877
398877,398872
209085,209083
182523,182512
187418,187416
37654,37651
37651,37650
37650,37646
395165,395473
167619,167623
75057,90257
90257,380863
114622,114623
220066,212823
212823,212803
212803,220009
233292,233265
233265,233252
233252,233244
233244,233228
86287,86286
86286,86285
142788,142775
142775,142761
142761,142760
142760,142722
142722,142683
142683,145020
206584,205158
205963,205960
338602,338609
338609,338651
338651,338670
250349,154255
368907,376617
238917,236717
236717,238923
238923,236716
271593,271614
71066,71094
219067,219064
219064,219061
219061,218965
218965,218962
346767,348545
99126,99129
256966,257006
82344,206207
206207,82338
82338,204719
242918,242128
118768,127132
38986,38987
213275,209360
209360,213278
213278,213282
213282,209353
209353,213321
89257,89254
382524,382539
382539,382540
382540,382541
382541,267938
380398,379452
42607,41695
41695,41694
7484,7465
7465,7482
85230,85208
267264,266961
38274,38275
182290,182281
203393,203394
291567,291568
85374,187496
111271,249721
249721,104975
300030,307181
6926,6296
6296,6937
6937,6940
6940,6300
6300,6945
6945,6301
100340,100346
195758,195759
195759,196202
218596,211939
31339,31337
6784,61197
256740,256741
256741,256742
369329,368689
368689,369330
369330,369331
369331,369333
143056,143048
383963,383964
383964,383965
383965,383967
109476,103929
47028,47039
247033,248025
321535,321533
321757,321900
135237,142234
142234,142221
142221,142219
204648,206140
206140,206138
206138,206137
98601,173117
59868,59398
59398,59639
59639,59193
59193,59630
337822,347894
19046,325357
325357,19581
19581,19579
19579,19044
118618,50107
50107,206336
369785,378674
297781,153567
153567,297784
106769,102270
102270,106606
140878,140874
210870,210848
112369,112368
112368,274132
115159,116034
17999,17997
400868,86588
86588,48009
48009,69876
347777,337627
337627,347778
200519,200250
402042,402043
144400,139838
106832,102319
59560,59539
101180,101854
89696,89695
89695,88768
44100,45809
45809,157450
157450,201865
50074,50073
232901,233429
346487,346507
346507,348268
348268,346514
346514,348269
348269,346540
346540,275483
275483,348270
348270,348271
348271,348302
348302,348303
77473,154179
154179,203052
279881,244651
244651,279614
279614,244709
244709,279611
305048,320391
320391,305074
305074,305079
305079,320394
238284,238314
238314,238350
219626,219621
35122,127671
127671,218177
218177,33364
33364,33363
33363,174398
174398,33360
33360,174395
174395,33359
348243,348244
140978,140974
144165,140093
140093,140090
140090,140086
140086,144171
144171,140084
99105,173406
183538,179834
179834,183577
402940,402941
383992,383993
383993,289077
289077,163123
163123,163122
163122,163121
163121,289142
330707,330706
259603,259602
259602,264511
264511,264510
396422,126492
134721,134432
134432,134720
95870,152499
48993,48989
103340,106014
45781,46514
46514,157462
157462,195868
195868,196544
196544,201501
201501,47023
47023,46122
46122,157324
157324,201472
364952,364951
364951,364950
364950,246516
246516,246507
246507,246205
246205,246117
399608,399615
399615,399617
399617,399616
399616,399634
399634,398897
398897,398889
398889,398888
398888,398875
398875,398832
241832,241830
104649,106254
358227,350334
350334,358228
358228,358229
58006,212366
379560,379109
210331,125882
125882,215500
142016,142015
45667,46115
11961,21160
287084,392522
37940,37939
102336,106826
28163,27720
27720,28162
107766,102703
102703,107765
239457,235874
304970,322570
104487,110269
208147,208152
32772,31483
112023,111579
111579,112020
112020,111576
160721,357653
357653,160712
180933,180932
7932,7928
7928,10343
10343,19693
213850,51172
150882,141270
187135,187134
187134,187133
154030,152666
29716,30172
143692,143691
304976,304977
286703,287119
287119,286706
245498,245490
246415,246412
246412,245853
245853,245852
244612,245042
245042,244625
244625,245044
74664,74665
366723,366717
366717,366716
366716,366907
366907,366904
211003,210998
210998,210993
337174,337175
337175,347285
347285,337178
337178,337345
337345,278618
278618,346156
9694,7851
288870,288877
288877,288881
288881,288888
288888,32909
335762,336081
336081,336085
74525,74526
289166,289167
289167,289170
289170,289173
289173,289204
1279,942
259892,265789
358018,360723
41838,46730
364566,364616
364616,364567
364567,364568
260257,264879
264879,264878
61199,61175
61175,61307
111893,112258
179922,179899
9893,29738
8931,12453
12453,21247
6598,6597
211746,211744
211744,218263
218263,218261
218261,211743
211743,211739
120059,128028
128028,120080
120080,126295
76672,76423
259646,264533
192224,192226
275009,275010
275010,275011
181325,184952
353946,362595
141207,141200
141200,141175
284447,284310
180425,180422
36025,36024
111798,112134
210833,210827
289360,291668
291668,289293
289293,333537
333537,333546
333546,289302
289302,158645
158645,289307
178327,177784
7320,7321
182655,182648
114361,114363
361442,350183
53858,53857
53857,55085
201522,201616
59323,59328
200521,200518
248164,248163
248163,248162
248162,248161
248161,248160
248160,248159
248159,248158
8097,9978
9978,9980
291467,291468
291468,291470
291470,291471
291471,291472
291472,291473
291473,291474
255546,255172
177451,177448
177448,177447
102293,106698
51208,208577
281607,282133
282133,282121
95394,95395
95395,95396
95396,95397
95397,95398
95398,95399
95399,95401
95401,95405
95405,94251
94251,94252
94252,94253
94253,94254
94254,94255
94255,94256
94256,94258
94258,94262
20239,272756
5966,5456
104631,110692
110692,104626
104626,104624
104624,110688
110688,110680
110680,104608
104608,110655
110655,106259
48855,49713
86899,86898
86898,86897
86897,86810
86810,87251
87251,86775
58057,29562
184942,184946
368549,368550
368550,379249
379249,379248
379248,377289
185828,185848
205719,207268
207268,205712
205712,207741
207741,205706
205706,207746
60917,60718
60718,60717
60717,24618
169519,170025
170025,391895
323083,306119
306119,323090
323090,306120
219201,212230
212230,212228
212228,212212
140794,135176
59342,59350
284390,284392
102639,106069
333943,333944
333944,335717
299271,295576
295576,299272
275867,275311
22366,22367
22367,22368
22368,22369
22369,22370
369826,369828
213783,51180
167387,167429
299738,295076
295076,299739
48026,48024
144810,144811
144811,144804
144804,144812
177436,177433
48703,48702
45025,46205
369293,369294
78090,320624
320624,320625
196224,196285
41174,69907
69907,69906
398245,255093
272219,272212
49891,50892
112435,112434
112434,112433
112433,111877
111877,112236
306570,320644
320644,320645
361121,350451
200274,200270
157308,157863
368490,377340
377340,368517
368517,368520
368520,377367
377367,377370
203601,203602
55241,55244
134269,134600
134600,134267
384761,384544
79589,324028
324028,79438
9648,9647
9647,9646
9646,9645
9645,9641
9641,9642
36367,36349
275772,275192
275192,275773
111099,104870
104870,252425
187282,187815
187815,187278
187278,187277
187277,187003
187003,187260
187260,187769
187769,187253
187253,187764
235917,29939
29939,30303
30303,29937
29937,29932
297050,297052
188579,40594
40594,40596
40596,41663
41663,40592
40592,187044
187044,69879
69879,187322
281828,281825
174436,174438
158821,333661
333661,158820
158820,333674
105530,9091
259758,264596
18036,18035
18035,9443
379857,379844
379844,379842
379842,255714
255714,379838
379838,255715
255715,379837
379837,377711
58225,58489
90454,90455
90455,89278
89278,88828
327041,327061
105920,183649
85055,333794
333794,333795
333795,333797
333797,39150
39150,85146
295109,295110
286956,286585
8333,109534
109534,103947
103947,10942
10942,109524
109524,109507
109507,103840
103840,109324
109324,103754
103754,109168
109168,103615
103615,186108
186108,108955
108955,108954
108954,186109
215772,210167
210167,210166
215108,210685
46612,46609
176561,176559
176559,176555
176555,177596
154338,154336
19472,19470
17931,17930
278219,278218
46223,45020
45020,46211
46211,45019
45019,46210
46210,45079
45079,45081
45081,45080
45080,46209
46209,45078
12183,394209
238087,238089
178128,19625
19625,177337
216792,209681
209681,209675
28736,28822
28822,28805
28805,28563
28563,28792
28792,28785
28785,28783
28783,28782
28782,28775
28775,28769
28769,28767
28767,28759
390520,397961
397961,397677
397677,390292
390292,390525
125847,126051
163102,163093
163093,163087
272278,272276
51424,50644
50644,50646
50646,50647
50647,49827
49827,50631
50631,49823
49823,48850
48850,49715
275502,275223
275223,275224
275224,275225
291479,397904
397904,397632
397632,291484
291484,397906
397906,397635
397635,397982
299182,299183
246362,109024
109024,103657
103657,109022
109022,103656
103656,109020
109020,103653
103653,109019
213582,213605
213605,213607
213607,209181
280020,279735
279735,280021
280021,279736
279736,280022
280022,279737
279737,280023
3440,129456
42433,41558
41558,40884
40884,41550
85094,24213
24213,80539
80539,276428
276428,85120
85120,85121
85121,80570
80570,24859
24859,257156
257156,30534
30534,30332
30332,30942
245631,245629
245629,245622
245622,245483
159220,159654
159654,159559
307345,322010
180951,180943
180943,185617
300500,306329
188225,5467
235695,235692
235692,234583
234583,235689
93816,93815
236299,234858
234858,236300
236300,236302
113003,112073
112073,111609
111609,112065
185131,185188
158241,159392
159392,159628
159628,159424
159424,159292
159292,159578
159578,159290
252297,284296
143884,143876
283636,283512
283512,283633
11006,20443
20443,10629
10629,8172
8172,8171
50297,48865
37446,37443
37443,37442
104056,106322
280012,279634
368190,368236
320545,320547
320547,320548
38104,38100
395224,395414
349217,349275
260461,265061
71722,72033
72033,71719
192180,190230
